MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:1206039	Nkx6-1	NK6 homeobox 1	5		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN000678271 	J:265628 	
MGI:1206039	Nkx6-1	NK6 homeobox 1	5		DNA-binding transcription repressor activity, RNA polymerase II-specific			ISO	RGD:69318 	J:155856 	
MGI:1352738	Nkx6-2	NK6 homeobox 2	7		DNA-binding transcription factor activity			IDA		J:4385 	
MGI:1352738	Nkx6-2	NK6 homeobox 2	7		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN000678271 	J:265628 	
MGI:1352738	Nkx6-2	NK6 homeobox 2	7		DNA-binding transcription repressor activity, RNA polymerase II-specific	happens near SO:0001952		IDA		J:4385 	
MGI:1921811	Nkx6-3	NK6 homeobox 3	8		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN000678271 	J:265628 	
MGI:108011	Nobox	NOBOX oogenesis homeobox	6		DNA-binding transcription activator activity, RNA polymerase II-specific			IBA	PTN005331133 	J:265628 	
MGI:108011	Nobox	NOBOX oogenesis homeobox	6		DNA-binding transcription activator activity, RNA polymerase II-specific	uses Padi6		IDA		J:163620 	
MGI:108011	Nobox	NOBOX oogenesis homeobox	6		DNA-binding transcription activator activity, RNA polymerase II-specific	happens near SO:0001952		IDA		J:210914 	
MGI:108011	Nobox	NOBOX oogenesis homeobox	6		DNA-binding transcription factor activity	happens in ovary		IMP	MGI:3053093 	J:124049 	
MGI:3053002	Noto	notochord homeobox	6		DNA-binding transcription repressor activity, RNA polymerase II-specific			IBA	PTN000678138 	J:265628 	
MGI:109205	Npas1	neuronal PAS domain protein 1	7		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN001889196 	J:265628 	
MGI:109232	Npas2	neuronal PAS domain protein 2	1		DNA-binding transcription factor activity			IEA	IPR001067 	J:72247 	
MGI:109232	Npas2	neuronal PAS domain protein 2	1		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN001126940 	J:265628 	
MGI:1351610	Npas3	neuronal PAS domain protein 3	12		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN001889196 	J:265628 	
MGI:2664186	Npas4	neuronal PAS domain protein 4	19		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	Q8IUM7 	J:164563 	
MGI:2664186	Npas4	neuronal PAS domain protein 4	19		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN001889196 	J:265628 	
MGI:2664186	Npas4	neuronal PAS domain protein 4	19		DNA-binding transcription factor activity, RNA polymerase II-specific			IMP		J:143367 J:179046 J:214381 	
MGI:2664186	Npas4	neuronal PAS domain protein 4	19		DNA-binding transcription factor activity, RNA polymerase II-specific			ISO	Q8IUM7 	J:164563 	
MGI:2444210	Nr1d1	nuclear receptor subfamily 1, group D, member 1	11		DNA-binding transcription factor activity			IDA		J:23754 J:78197 	
MGI:2444210	Nr1d1	nuclear receptor subfamily 1, group D, member 1	11		DNA-binding transcription repressor activity, RNA polymerase II-specific			ISO	P20393 	J:164563 	
MGI:2444210	Nr1d1	nuclear receptor subfamily 1, group D, member 1	11		nuclear receptor activity			IBA	PTN001182089 	J:265628 	
MGI:2449205	Nr1d2	nuclear receptor subfamily 1, group D, member 2	14		DNA-binding transcription factor activity			IDA		J:20436 J:23754 	
MGI:2449205	Nr1d2	nuclear receptor subfamily 1, group D, member 2	14		DNA-binding transcription repressor activity, RNA polymerase II-specific	uses NCBI_Gene:24177,happens near SO:0000165		IDA		J:242552 	
MGI:2449205	Nr1d2	nuclear receptor subfamily 1, group D, member 2	14		nuclear receptor activity			IBA	PTN001182089 	J:265628 	
MGI:1352463	Nr1h2	nuclear receptor subfamily 1, group H, member 2	7		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	RGD:61906 	J:155856 	
MGI:1352463	Nr1h2	nuclear receptor subfamily 1, group H, member 2	7		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	P55055 	J:164563 	
MGI:1352463	Nr1h2	nuclear receptor subfamily 1, group H, member 2	7		DNA-binding transcription factor activity			IDA		J:89079 	
MGI:1352463	Nr1h2	nuclear receptor subfamily 1, group H, member 2	7		DNA-binding transcription factor activity			IGI	MGI:98214 	J:23077 	
MGI:1352463	Nr1h2	nuclear receptor subfamily 1, group H, member 2	7		DNA-binding transcription factor activity, RNA polymerase II-specific			ISO	RGD:61906 	J:155856 	
MGI:1352463	Nr1h2	nuclear receptor subfamily 1, group H, member 2	7		nuclear receptor activity			IBA	PTN001182089 	J:265628 	
MGI:1352463	Nr1h2	nuclear receptor subfamily 1, group H, member 2	7		nuclear receptor activity			IDA		J:89079 	
MGI:1352462	Nr1h3	nuclear receptor subfamily 1, group H, member 3	2		DNA-binding transcription activator activity, RNA polymerase II-specific	happens near SO:0001952		IDA		J:210948 	
MGI:1352462	Nr1h3	nuclear receptor subfamily 1, group H, member 3	2		DNA-binding transcription factor activity			IDA		J:89079 	
MGI:1352462	Nr1h3	nuclear receptor subfamily 1, group H, member 3	2		nuclear receptor activity			IBA	PTN001182089 	J:265628 	
MGI:1352462	Nr1h3	nuclear receptor subfamily 1, group H, member 3	2		nuclear receptor activity			IDA		J:89079 	
MGI:1352462	Nr1h3	nuclear receptor subfamily 1, group H, member 3	2	contributes_to	nuclear receptor activity			IDA		J:154828 	
MGI:1352462	Nr1h3	nuclear receptor subfamily 1, group H, member 3	2		nuclear receptor activity			ISO	Q13133 	J:164563 	
MGI:1352464	Nr1h4	nuclear receptor subfamily 1, group H, member 4	10		DNA-binding transcription activator activity, RNA polymerase II-specific	uses Pla2g12b		IDA		J:249196 	
MGI:1352464	Nr1h4	nuclear receptor subfamily 1, group H, member 4	10		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	RGD:628831 	J:155856 	
MGI:1352464	Nr1h4	nuclear receptor subfamily 1, group H, member 4	10		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	Q96RI1 	J:73065 J:249196 	
MGI:1352464	Nr1h4	nuclear receptor subfamily 1, group H, member 4	10		DNA-binding transcription factor activity			IGI	MGI:98214 	J:23077 	
MGI:1352464	Nr1h4	nuclear receptor subfamily 1, group H, member 4	10		DNA-binding transcription factor activity, RNA polymerase II-specific			ISO	Q96RI1 	J:164563 	
MGI:1352464	Nr1h4	nuclear receptor subfamily 1, group H, member 4	10		nuclear receptor activity			IBA	PTN001182089 	J:265628 	
MGI:1352464	Nr1h4	nuclear receptor subfamily 1, group H, member 4	10		nuclear receptor activity			IDA		J:249196 	
MGI:1352464	Nr1h4	nuclear receptor subfamily 1, group H, member 4	10		nuclear receptor activity			IMP		J:180347 	
MGI:1352464	Nr1h4	nuclear receptor subfamily 1, group H, member 4	10		nuclear receptor activity			ISO	RGD:628831 	J:155856 	
MGI:1352464	Nr1h4	nuclear receptor subfamily 1, group H, member 4	10		nuclear receptor activity			ISO	Q96RI1 	J:164563 J:249196 	
MGI:3026618	Nr1h5	nuclear receptor subfamily 1, group H, member 5	3		nuclear receptor activity			IBA	PTN001182089 	J:265628 	
MGI:1337040	Nr1i2	nuclear receptor subfamily 1, group I, member 2	16		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	O75469 	J:164563 	
MGI:1337040	Nr1i2	nuclear receptor subfamily 1, group I, member 2	16		DNA-binding transcription factor activity			IEA	IPR001628 	J:72247 	
MGI:1337040	Nr1i2	nuclear receptor subfamily 1, group I, member 2	16		nuclear receptor activity			IBA	PTN001182089 	J:265628 	
MGI:1337040	Nr1i2	nuclear receptor subfamily 1, group I, member 2	16		nuclear receptor activity			ISO	RGD:69057 	J:155856 	
MGI:1337040	Nr1i2	nuclear receptor subfamily 1, group I, member 2	16		nuclear receptor activity			ISO	O75469 	J:164563 	
MGI:1346307	Nr1i3	nuclear receptor subfamily 1, group I, member 3	1		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	Q14994 	J:164563 	
MGI:1346307	Nr1i3	nuclear receptor subfamily 1, group I, member 3	1		DNA-binding transcription factor activity			IEA	IPR001628 	J:72247 	
MGI:1346307	Nr1i3	nuclear receptor subfamily 1, group I, member 3	1		nuclear receptor activity			IBA	PTN001182089 	J:265628 	
MGI:1346307	Nr1i3	nuclear receptor subfamily 1, group I, member 3	1		nuclear receptor activity			ISO	Q14994 	J:164563 	
MGI:1352465	Nr2c1	nuclear receptor subfamily 2, group C, member 1	10		DNA-binding transcription repressor activity, RNA polymerase II-specific	happens near SO:0001952		IDA		J:113832 	
MGI:1352465	Nr2c1	nuclear receptor subfamily 2, group C, member 1	10		nuclear receptor activity			IBA	PTN000638895 	J:265628 	
MGI:1352466	Nr2c2	nuclear receptor subfamily 2, group C, member 2	6		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	P49116 	J:164563 	
MGI:1352466	Nr2c2	nuclear receptor subfamily 2, group C, member 2	6		DNA-binding transcription factor activity			ISO	P49116 	J:164563 	
MGI:1352466	Nr2c2	nuclear receptor subfamily 2, group C, member 2	6		nuclear receptor activity			IBA	PTN000638895 	J:265628 	
MGI:1100526	Nr2e1	nuclear receptor subfamily 2, group E, member 1	10		DNA-binding transcription activator activity, RNA polymerase II-specific			IDA		J:151680 	
MGI:1100526	Nr2e1	nuclear receptor subfamily 2, group E, member 1	10		DNA-binding transcription repressor activity, RNA polymerase II-specific	uses Gfap|uses Aqp4|uses S100b		IDA		J:87401 	
MGI:1100526	Nr2e1	nuclear receptor subfamily 2, group E, member 1	10		DNA-binding transcription repressor activity, RNA polymerase II-specific			IMP	MGI:2176560 	J:61179 	
MGI:1100526	Nr2e1	nuclear receptor subfamily 2, group E, member 1	10		nuclear receptor activity			IBA	PTN000638895 	J:265628 	
MGI:1346317	Nr2e3	nuclear receptor subfamily 2, group E, member 3	9		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	Q9Y5X4 	J:164563 	
MGI:1346317	Nr2e3	nuclear receptor subfamily 2, group E, member 3	9		DNA-binding transcription factor activity			IDA		J:97099 	
MGI:1346317	Nr2e3	nuclear receptor subfamily 2, group E, member 3	9		nuclear receptor activity			IBA	PTN000638895 	J:265628 	
MGI:1352451	Nr2f1	nuclear receptor subfamily 2, group F, member 1	13		DNA-binding transcription factor activity			ISO	P10589 	J:164563 	
MGI:1352451	Nr2f1	nuclear receptor subfamily 2, group F, member 1	13		DNA-binding transcription repressor activity, RNA polymerase II-specific			ISO	P10589 	J:164563 	
MGI:1352451	Nr2f1	nuclear receptor subfamily 2, group F, member 1	13		nuclear receptor activity			IBA	PTN000638895 	J:265628 	
MGI:1352452	Nr2f2	nuclear receptor subfamily 2, group F, member 2	7		DNA-binding transcription factor activity			ISO	P24468 	J:164563 	
MGI:1352452	Nr2f2	nuclear receptor subfamily 2, group F, member 2	7		nuclear receptor activity			IBA	PTN000638895 	J:265628 	
MGI:1352452	Nr2f2	nuclear receptor subfamily 2, group F, member 2	7		nuclear receptor activity			ISO	P24468 	J:164563 	
MGI:1352453	Nr2f6	nuclear receptor subfamily 2, group F, member 6	8		DNA-binding transcription factor activity			ISO	RGD:621685 	J:155856 	
MGI:1352453	Nr2f6	nuclear receptor subfamily 2, group F, member 6	8		DNA-binding transcription factor activity			ISO	P10588 	J:164563 	
MGI:1352453	Nr2f6	nuclear receptor subfamily 2, group F, member 6	8		DNA-binding transcription repressor activity, RNA polymerase II-specific			IDA		J:210930 	
MGI:1352453	Nr2f6	nuclear receptor subfamily 2, group F, member 6	8		nuclear receptor activity			IBA	PTN000638895 	J:265628 	
MGI:95824	Nr3c1	nuclear receptor subfamily 3, group C, member 1	18		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	P04150 	J:164563 	
MGI:95824	Nr3c1	nuclear receptor subfamily 3, group C, member 1	18		DNA-binding transcription factor activity			ISO	RGD:2741 	J:155856 	
MGI:95824	Nr3c1	nuclear receptor subfamily 3, group C, member 1	18		DNA-binding transcription factor activity			ISO	P04150 	J:164563 	
MGI:95824	Nr3c1	nuclear receptor subfamily 3, group C, member 1	18		DNA-binding transcription repressor activity, RNA polymerase II-specific			ISO	P04150 	J:164563 	
MGI:95824	Nr3c1	nuclear receptor subfamily 3, group C, member 1	18		nuclear receptor activity			IBA	PTN000637642 	J:265628 	
MGI:95824	Nr3c1	nuclear receptor subfamily 3, group C, member 1	18		nuclear receptor activity			ISO	P04150 	J:164563 	
MGI:99459	Nr3c2	nuclear receptor subfamily 3, group C, member 2	8		DNA-binding transcription factor activity			ISO	RGD:3094 	J:155856 	
MGI:99459	Nr3c2	nuclear receptor subfamily 3, group C, member 2	8		nuclear receptor activity			IBA	PTN000637642 	J:265628 	
MGI:1352454	Nr4a1	nuclear receptor subfamily 4, group A, member 1	15		DNA-binding transcription activator activity, RNA polymerase II-specific			IDA		J:40025 	
MGI:1352454	Nr4a1	nuclear receptor subfamily 4, group A, member 1	15		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	RGD:620029 	J:155856 	
MGI:1352454	Nr4a1	nuclear receptor subfamily 4, group A, member 1	15		DNA-binding transcription factor activity			IEA	IPR001628 	J:72247 	
MGI:1352454	Nr4a1	nuclear receptor subfamily 4, group A, member 1	15		nuclear receptor activity			IEA	IPR003070 IPR003071 	J:72247 	
MGI:1352456	Nr4a2	nuclear receptor subfamily 4, group A, member 2	2		DNA-binding transcription activator activity, RNA polymerase II-specific			IDA		J:210935 	
MGI:1352456	Nr4a2	nuclear receptor subfamily 4, group A, member 2	2		DNA-binding transcription activator activity, RNA polymerase II-specific	happens near SO:0001952		IDA		J:222687 	
MGI:1352456	Nr4a2	nuclear receptor subfamily 4, group A, member 2	2		DNA-binding transcription activator activity, RNA polymerase II-specific			IMP		J:210935 	
MGI:1352456	Nr4a2	nuclear receptor subfamily 4, group A, member 2	2		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	RGD:3202 	J:155856 	
MGI:1352456	Nr4a2	nuclear receptor subfamily 4, group A, member 2	2		DNA-binding transcription factor activity			IEA	IPR001628 	J:72247 	
MGI:1352456	Nr4a2	nuclear receptor subfamily 4, group A, member 2	2		nuclear receptor activity			TAS		J:39661 	
MGI:1352457	Nr4a3	nuclear receptor subfamily 4, group A, member 3	4		DNA-binding transcription activator activity, RNA polymerase II-specific			IDA		J:40025 	
MGI:1352457	Nr4a3	nuclear receptor subfamily 4, group A, member 3	4		DNA-binding transcription activator activity, RNA polymerase II-specific	uses Ccnd1|uses Ccnd2		IDA		J:165911 	
MGI:1352457	Nr4a3	nuclear receptor subfamily 4, group A, member 3	4		DNA-binding transcription activator activity, RNA polymerase II-specific	happens near SO:0001952		IDA		J:177579 	
MGI:1352457	Nr4a3	nuclear receptor subfamily 4, group A, member 3	4		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	RGD:61882 	J:155856 	
MGI:1352457	Nr4a3	nuclear receptor subfamily 4, group A, member 3	4		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	Q92570 	J:164563 	
MGI:1352457	Nr4a3	nuclear receptor subfamily 4, group A, member 3	4		DNA-binding transcription factor activity			IEA	IPR001628 	J:72247 	
MGI:1352457	Nr4a3	nuclear receptor subfamily 4, group A, member 3	4		nuclear receptor activity			IEA	IPR003070 IPR003072 	J:72247 	
MGI:1346833	Nr5a1	nuclear receptor subfamily 5, group A, member 1	2		DNA-binding transcription factor activity			ISO	RGD:68350 	J:155856 	
MGI:1346833	Nr5a1	nuclear receptor subfamily 5, group A, member 1	2		DNA-binding transcription factor activity, RNA polymerase II-specific			ISO	Q13285 	J:164563 	
MGI:1346833	Nr5a1	nuclear receptor subfamily 5, group A, member 1	2		nuclear receptor activity			IBA	PTN000639680 	J:265628 	
MGI:1346833	Nr5a1	nuclear receptor subfamily 5, group A, member 1	2		nuclear receptor activity			ISO	Q13285 	J:164563 	
MGI:1346834	Nr5a2	nuclear receptor subfamily 5, group A, member 2	1		DNA-binding transcription activator activity, RNA polymerase II-specific	happens near SO:0001952		IDA		J:83636 	
MGI:1346834	Nr5a2	nuclear receptor subfamily 5, group A, member 2	1		DNA-binding transcription factor activity			ISO	O00482 	J:164563 	
MGI:1346834	Nr5a2	nuclear receptor subfamily 5, group A, member 2	1		nuclear receptor activity			IBA	PTN000639680 	J:265628 	
MGI:1346834	Nr5a2	nuclear receptor subfamily 5, group A, member 2	1		nuclear receptor activity			ISO	RGD:68353 	J:155856 	
MGI:1352459	Nr6a1	nuclear receptor subfamily 6, group A, member 1	2		DNA-binding transcription activator activity, RNA polymerase II-specific	happens near SO:0001952		IDA		J:210947 	
MGI:1352459	Nr6a1	nuclear receptor subfamily 6, group A, member 1	2		DNA-binding transcription activator activity, RNA polymerase II-specific	happens near SO:0001952		IMP		J:210947 	
